label,tweet
pos,"I am not sure what Greatest means or how a PM become great in India''s version. But all decisions made by Modi govt r for India's interest. No one as worthy or even half worthy as Modi is at present for sure.
My Vote for Modi. ðŸ™
#MainBhiChowkidar #PhirEkBaarModiSarkar #NamoAgain"
pos,"@htTweets @narendramodi Stop gaining sympathy. Behave like a PM. Ask for votes on the work you did in last 5 yrs. Maintain your own dignity,  even that you hv failed to maintain as a PM of India."
neg,Congrats PM @narendramodi Govt for getting Masood Azhar declared as global terrorist by @UN by working pressure on China n forge for the first time a truly global coalition against ultra-Wahabi terror. Efforts to eliminate the terror trio of Pakistan must continue. @SushmaSwaraj https://t.co/y3lqCAbefL
neg,"EC gives clean chit to PM Modi speech in Wardha... \No violation of MCC\""... So @DrAMSinghvi who is whining and crying on @ndtv... Can stop trying to convince @Nidhi hes a victim... LOL!"""
neg,"If Modi is so powerful, why is Kulbhushan Jadhav in Pakistani Jail for 3 years? Stop this nonsense.
#FinalStrike
#WelcomeBackAbhinandan"
pos,@Prof_Hariom @MehboobaMufti @narendramodi I am looking forward eagerly for the same...I am sure J&amp;K will be a peaceful and far better nation and best of hurriyat also jouns Mehbooba...By the way who is Mehbooba muftiðŸ¤”ðŸ¤”ðŸ¤”why to waste time discussing her??
pos,"#ChintamaniSpeaks #Elections2019 @Election_in #Phase4 Will Mumbai repeat 6/6 for NDA? Will Greater Mumbai give 10/10 to NDA? Who will win Maval? Will NDA win the other 6 as well - Nandurbar, Dhule, Nashik, Shirdi, Dindori, Shirur?"
pos,"Dear @ECISVEEP , change your display name to \Chowkidar Election Commission\"". Make your Lord happy for some serious prasad."""
neg,"What Rafale Secrets is the Modi Government Hiding by Threatening Journalists? @nramind , @mkvenu1 and Sarim Naved join @khanumarfa https://t.co/fYN7V8J5xz via @thewire_in"
neg,"@rkhuria PM Modi Sex CD, MLA Played audio recording in Assembly ðŸ˜± https://t.co/ry7Ipi3F9L via @YouTube"
neg,@ashoswai Hehehe...all criminals joining BJP.
neg,"And make no mistake about this, the BJP is going to probably win this thing."
neg,"Pragya Thakur, given bail in 2017 because she could not walk and was suffering from Breast Cancer, can now miraculously walk and has completely recovered from Cancer with Gobar treatment. One of numerous Marvels Of Modi Rule!"
neg,"Dubta hua suraj‚ BJP needs rapist ,corrupt, &amp; murderer https://t.co/6u4OIx2PlH"
neg,"#ShameonPMModi It is not that you cannot criticise a dead neta - you can. But to speak so crudely of his death, that too a violent death, just because his children are your political rivals, is an all-time low even for #NarendraModi. 
#RajivGandhi #RahulGandhi #PriyankaGandhi https://t.co/mMA7gkDMd7"
neg,All opposition parties in India are criticizing BJP for spreading hatred and negative jingoism among masses: @FaisalJavedKhan https://t.co/oBPKNFEsO9 https://t.co/tRXTc21DBG
pos,"Rajasthan is surely giving all 25 seats seats to @narendramodi ji, after seeing this ðŸ˜ https://t.co/33rOSOGzVn"
neg,"Why no toilets/electricity in villages after decades of Cong rule?Why North-east neglected for decades?Why no banking/medical insurance for the poor? @narendramodi delivered all this &amp; is doing more. 
U r frustrated coz Cong can NEVER match him
#ModiHiAayega https://t.co/Ro2TftOSPt"
pos,Nanded is clear- we wonâ€™t allow corrupt Congress-NCP to win. This land is with BJP-Shiv Sena-RPI(A). https://t.co/bISm4lsjIQ
neg,"Despite being in power 4 last 5 years, and having messed up badly on many fronts, BJP continues to function &amp; behave like an opposition party blaming Nehru &amp; others for its own failures.  

Yet, I have rarely seen our thought leaders unpack this sinister game 4 their readers."
neg,BJP's arrogance has let them believe that they don't need friends to win the war in 2019. Let them know that arrogant Kings only win wars not kingdoms.    #BjpCheatedAP #NoMoreNamo @ndtv @TimesNow @narendramodi @BJP4India @AmitShah @GVLNRAO #CBNArmyNandyal #CBNArmyAnantapur
neg,"#SelfieWithTilak

#Siddaramaiah Fears Tilak. Why?

Because Siddaramaiah
worships Jihadi Terrorist Tipu Sultan who murdered and converted thousands of Hindus in South India.

#IndiaFirstModiBest 
#TNWelcomesModi 
#TNNaMoWarriors 
#Ayodhya 
#RamMandir https://t.co/sKl1SkeJ8Z"
pos,"#AajTakSurakshaSabha
@PiyushGoyal is confident of BJP's win in the upcoming elections
https://t.co/fiYg9iJ5to https://t.co/JkBgW0Rmcf"
neg,"#BegumGoneNuts

From Panchayat 2 LS elections, Begum Mamata scared from BJP, has unleashed terror agnst all opp'n party supporters, from murders 2 pissing on an old woman, from booth capturing to forcing ppl to vote for her. Her Bangladeshi goons dressed in Paramilitary forces"
pos,"Welcome back braveheart #AbhinandanVarthaman.
India could not be more proud of a son like you.

The msg in this image is a note to Mr Modi who thinks of our heroes as electoral gains! Have some respect! https://t.co/3bMo2P7xYs"
neg,@Prof_Hariom you are 100 percent right  but we hindus are even bigger fools we let this continue  italian slavery for the last 70 years  cannot say we got independence in 1947  it took modi ji our shivaji to challenge them hope this will be the last hindu slavery
neg,"Desperation is taking BJP to the point from where this party will find hard to return. 
Be it Pragya Thakur 
Or 
Rahul Citizenship Row.
No wise leader/worker left in BJP who would actually ask Modi and Shah to stop this nonsense. 
Neither RSS have guts and will."
neg,"@a_ssati @hassan_k82 Pity the helpless #Indian Celebrities ; From Dancing in Ambani wedding, praising the fascist Modi to accepting False #SurgicalStrikes , they have to perform to prove their â€œNationalismâ€ 
Ye hai inn ki Auqaat!
#UnitedWeStrike #IndiaExposed"
neg,How I failed to get into NDA! 1/n https://t.co/fIOtrI5nHE
pos,"A 'M' friend : BJP supports Israel, because BJP is anti-Muslim.  

Me : Israel supports India, it means that you are Anti-National."
pos,"Like 2014 itâ€™s all about Modi in 2019, those who loved Modi still love him to the core those who hated still hate him to the core , only 2 type of people in India , pro Modi and anti Modi ."
neg,So many people lost lives in the tragedy of consuming illicit liquor The failed governance of BJP is least bothered about the plight of people Shameful! Time to oust this failed govt #NorthEastWelcomesRahulGandhi
neg,"Daughter of bjp neta found. The bjp man got his daughter kidnapped for political gain. That's bjp for you. Not even surprising btw. Sanghis throw beef in temples to start riots, kill each other and blame others for political gain. Its normal in shakha culture. #BacchaJharaParty https://t.co/JxReOnU7Gj"
pos,"@AnilShiroleBJP @MinGirishBapat @BJP4India @narendramodi This is the strength of @BJP4India .
What a fantastic gesture from you sir truly loved it
We as Punekar are great ful for ur contribution to make pune a better city 
Project like metro is one of the ur work will be written in golden history of pune 
@SidShirole"
neg,"Have you seen any tweet on brutal killing of Ramalingam from GoBackModi hashtag people?

#TNWelcomesModi"
pos,"PM Modi welcomes IAF pilot Abhinandan, says 'nation proud of your exemplary courage' 
https://t.co/9s0tOL358y

via NaMo App https://t.co/XQO2euotA7"
neg,"Those chest thumping about an ACCUSED being given ticket by BJP to contest elections in Bhopal, 
havenâ€™t said a word about another suave Keralite ACCUSED belonging to Congress, he has been accused of killing his wife/helping her kill herself. 

Why this Kolaveri Di?"
neg,"@sampadscales @rashtrapatibhvn @VPSecretariat @PMOIndia @HMOIndia @narendramodi Yes...
 
This horrible death inflicted on Capt Kalia and 5 of his Men is yet to be avenged.

They all were subjected to most brutal torture for over 5 Days before they were killed. 

The torturers are still alive.
Roaming free in Pakistan.

Shame on us."
neg,BJP preferred expediency over ethics: Harsh https://t.co/kfv9uNMLC0
neg,"Day After Major Terrorist Attack, PM Modiâ€™s Photo Op At Vande Bharat Express Inauguration 
https://t.co/Rt49aorSkY"
neg,"Modi: How's the josh? 
Terrorism: High sir 

#SadhviPragyaSinghThakur"
neg,So now modi haters are India haters. https://t.co/jmZZazkgKM
neg,"RSS India's Number One Terrorist Organisation, Says Former Mumbai Police OfficerÂ 

https://t.co/xSluZxG2ki"
pos,Congratulations @ManojTiwariMP Bjp Candidate 4m North East Delhi @BJP4Delhi ...
neg,"#NaMo: Perpetrators of #terrorism will be punished. Scores will be settled this time for good. This is a changed #India, this pain will not be tolerated. We know how to crush terrorism.\"
neg,"Yasin Malik's JKLF promoted terrorism, set Kashmir on fire in nineties and killed innocent people: BJP State President Sh. @RavinderBJPJK 

Media Source
@SharmaKhemchand https://t.co/iXnuXVAKSR"
pos,"I met a senior Enterpreneur yesterday - hard core Modi believer &amp; supporter.

He said Modi canâ€™t deliver Indiaâ€™s future as he is too arrogant to listen to others more talented than him and prefers loyalty over talent on his team.

If you vote for BJP, you risk Indiaâ€™s future. https://t.co/T9pWPuiWQ2"
pos,"#Terrorists termed w Ji and Saheb
Prime Minister as Chor and What not.

Basics of #INC gone wrong. Glad #BJP has #RSS teaching them right things.
So proud of RSS. :')
#RahulLovesTerrorists"
pos,"For better future Modi fighting with all odds irrespective of any situation
Demonetization
GST
Merging Banks
NPAs recovery
Against Terrorism
And so on
We will support Modi until he reaches great vision and make sure that India ðŸ‡®ðŸ‡³ holds highest position in world ðŸ—º
#ModiDharmaYudh"
neg,Widespread Voter Suppression in West Tripura Constituency. BJP goons openly stopping voters from casting their Ballot through Threats &amp; Violence. https://t.co/rdCO2LPK9t
neg,"I strongly condemn threats by BJP govt to one of India's most senior &amp; respected editors, N Ram.Invoking Official Secrets Act to threaten journalists is a shame. They cannot curb freedom &amp; rights of the press as per their convenience -@MamataOfficial #RafaelScam @TheHinduComment"
pos,"We actually respect @RahulGandhi ,  Is our strongest asset for the victory of BJP . 

- @poonam_mahajan ji 

ðŸ˜ðŸ˜‹ðŸ˜œ https://t.co/6jzWRWym1J"
pos,"My twitter handle will function under the name â€œChowkidarâ€ to mark my commitment towards building #NewIndia which is prosperous, safe, healthy and powerful. 

I stand firmly with our PM @narendramodi in this mission ! 

#ChowkidarFirSe #MainBhiChowkidar"
neg,"Many of them got many chances but they only looted India. Their families prospered but poor Indians became poorer. POLITICS is a profit-making business for them. Only #Modi has truly worked for the poor. 
 #DeshVirodhiGang 
#PMKisan 
#ModiKumbhVisit https://t.co/WkfF7ANt3r"
neg,"In 2001, terrorists attacked the Parliament but were prevented from entering it.

In 2019, a terrorists got a BJP ticket to enter the Parliament.

#ModiHaiTohMumkinHai"
pos,PM Modi's Strong Message to Pakistan! https://t.co/hobMs7jTkv
neg,Why is BJP not approaching Supreme Court demanding FIR against CM @MamataOfficial for abetting the suicide of a former IPS officer and demanding CBI probe? https://t.co/3mrfzHIkl8
pos,"Instead of safeguarding the interest of the public. So called chowkidar was busy at safeguarding the interest of his friend Anil Ambani. 
 #FileChorChowkidar"
pos,"https://t.co/ZGGshHOM2I
Dear @amitmalviya here's a capsule of Modi Government achievements.  Please ignore pappu and congis for the next four months."
neg,Modi has almost killed India's economy - it is enough to kill his chances of being reelected!  https://t.co/12vvxvVP5o
neg,Mehbooba Mufti warns Modi govt of disastrous consequences if section #35A is touched. Openly runs an anti-India campaign by attacking the Tricolour. Says J&amp;K shall be forced to pick up flags other than the Tiranga. Threatens the use of violence that has not been seen since 1947. https://t.co/rQsJqmb3Rk
neg,Yes. @ikamalhaasan is saying what is self-evident. #Godse was India's first terrorist. The assassination of Gandhi was the first act of terror in India. And you'll never hear a single BJP or RSS leader say it. Pragya Thakur's org Abhinav Bharat is inspired by Godse &amp; Savarkar.
pos,"I signed the most intense NDA, and my heart was beating so hard the whole time... but I also truly donâ€™t know that much ðŸ˜‚ #OscarsAllAccess https://t.co/ThMo22XEde"
pos,@mini_707070 Unity of the mahagathbandhan is as crooked as theirs promises.And these bloody disgraceful dishonest corrupt U turn politicians wants people to trust them.They donâ€™t trust each other how the hell Can anyone trust them with the country. Only PM MODI can SAFEGUARD THE COUNTRY
pos,"Sadhvi Pragya ji gets BJP ticket from Bhopal.

There can't be a bigger chance for u, O hindus! Opportunities don't come everyday. Do your best!

Make her win the biggest win ever!

And give 300+ seats to Modi, that he has given you a chance to hold your head high! https://t.co/pUklPFFBIS"
pos,@Vivekjkulkarni @ARPANsThoughts @Swamy39 ðŸ˜‚ Modi be like https://t.co/Rjyk1op662
pos,"I definitely did but like many other Indians, I too had lost all hopes on India until I saw @narendramodi as an alternative. In last 5 years, he has proven to be the best PM India has ever had. Please go through my pinned tweet thread to find out what all has been done by him... https://t.co/jhzyI3eVhs"
neg,RSS Worker Arrested For Bomb Attack At Kerala Police Station https://t.co/s5AlprGJaV
neg,"#LutyensExitPoll
Modi phobia has made them do it
Fear of dynastic rule coming to end
Start of headaches of many scams"
neg,Do you know Modi allowed Open-air autopsy (Post Mortems) of Godhra victims outside Railway Yard to incite riots and violence in Gujarat?
pos,"I am proud to join #MainBhiChowkidar movement. As a citizen who loves India, I shall do my best to defeat corruption, dirt, poverty &amp; terrorism and help create a New India which is strong, secure &amp; prosperous. @narendramodi 
à¤œà¤¯ à¤¹à¤¿à¤¨à¥à¤¦ ðŸ™
#ChowkidarPhirSe 
#iTrustChowkidar https://t.co/iNMCDO3iX2"
pos,"\Good men should be elected. People are really very excited to vote for Narendra Modi again. We will win with a good margin,\"" @Tejasvi_Surya said. #LokSabhaElections2019 "
neg,"@PriyamvadaGopal So true! I was just in Bombay and was shocked by the newspaper coverage of Pulwama. No details, no wider context of the conflict, the first day didnâ€™t even mention the attack was on an army base. Just wall to wall coverage of mourning and Modi being strong"
pos,"Must watch video clip where Rajdeep Sardesai MOST CLEARLY admits that Narendra Modi was not responsible for the Godhra riots. He was innocent. Media did a blunder by reporting otherwise.
https://t.co/a2Ze9t67Rl"
pos,#MeraParivaraBhajapaParivar I agree and I am with BJP.
pos,"We wholeheartedly welcome our honorable pm Narendra Modi ji toTamil Nadu. His visionary leadership wheel drive India along with Tamilnadu towards great heights.
#TNWelcomesModi 
#TNWelcomesModi"
neg,"The 60-year old BJP leader from Kashmir was a threat to the terrorists? Sadly, these political killings are a norm in Kashmir zone.

Those thinking of reasoning with the lunatics who murdered this old man in his home should know this: 

They ONLY speak the language of â€˜gunâ€™. https://t.co/8J1ud0fvsD"
neg,"Modi-Shah giving tickets to sons, even stepsons and daughters of leaders who are alive but not of those who are dead."
neg,"Youth: jobless
Women: unsafe
Farmers: distressed
Small businessmen: penniless
Armed Forces: misused
Poor: fighting to survive
Middle-class - burdened by GST

India - systematically destroyed!!

Mr. Modi has nothing to defend himself and, thus he hides!
#RahulKaChallenge https://t.co/XR2NOKS1z9"
neg,@cjwerleman #SriLanka has been targetted by #IndianRAW to horrify #Chinese in SriLanka. #Modi made this terrorism to punish SriLanka.
neg,"The changing of the security report to pander to the Sikh separatist reminded me of the disastrous trip to India which failed under Freeland expert guidance. The Modi govt was clear on their desire for unity while Trudeau downplayed it, danced and had dinner with a terrorist."
pos,"#MainBhiChowkidar is a farce to fool honest citizens into supporting a corrupt government. A better slogan would be #MainBhiChorHoon. Then Modi ji can tag his best friends like AA, N Modi and Choksi
@INCIndia @RahulGandhi @MWasnik_INC @SanjaySDutt @INCTamilNadu https://t.co/qFt5MkYKBa"
neg,"Modi have won previous election on Anti Pakistan narrative. Now after the Pulwama Attack again accusing Pak &amp; trying to use this Indian loss for his upcoming elections 
#ModiBehindPulwama"
neg,"BJP disowns Sanju Verma for blaming victims of foot overbridge collapse for tragedy, her Twitter bio says she is 'chief spokesperson' https://t.co/I7xwnIbUBA"
neg,"BJP got THRASHED at STATE ELECTIONS 2017-2018
ENDED UP 5 - 0 HUMILIATION
for
NEGLECTING YOUTH with NO JOBS
Even today There are NO JOBS for YOUTH 
Economy is stagnant https://t.co/lBB70I5zc2"
pos,"If calling someone ji is showing love and respect to Terrorists then BJP is no different. 

Here is Murli Manohar Joshi , a veteran BJP leader calling Hafiz Saeed as 'Shri Hafiz Saeed ' 

So BJP loves Terrorists? 

#RahulLovesTerrorists https://t.co/uZ1Ixg0JbP"
neg,"Modi only interested in pampering his crony corporates!
Modi always neglect poor workers or cheat them with fake promises!
#WorkersAgainstModi https://t.co/z5cNyWXVTJ"
pos,Itâ€™s very strange .... no matter what channel number I press on my TV it goes straight to Namo TV ðŸ“º .....not that Iâ€™m complaining - itâ€™s hilarious
neg,"Prime Minister Modi scoffing at dyslexic kids is distasteful, disgraceful, and disgusting. SHAME on him and those who find it funny! https://t.co/dqYdZIbxsY"
neg,"BJP alleges 75-yr-old TN man killed for supporting Modi, cops deny https://t.co/Cw5xfIuAFy"
neg,Women who vote for BJP support their own molesters. https://t.co/omY0HdEqYF
neg,"Funniest conspiracy theory ever:
Some Pakis claim RSS &amp; BJP attacked Lanka to scare Indians in to voting for BJP fearing same situ in India under Khangress. ðŸ˜‚ðŸ˜‚ðŸ˜‚"
neg,Every Patriotic Indian is  disgusted by the video of a family in #Gurugram being mercilessly beaten by hooligans. The RSS/ BJP channelises bigotry &amp; hatred for political power. This incident serves as a warning of the dangerous consequences &amp; the dark side of that strategy.
neg,"Cong. Was in dilemma.

If they had ignored that statement it would have meant acceptance of corruption under Rajiv so they were forced to reply to it.

Win-win for Modi.

U ignore him - he grows

U attack him - he grows exponentially.

Cong. Forced to choose layer option. https://t.co/0x7tKdAUKQ"
pos,"Dear @RahulGandhi @SitaramYechury @ArvindKejriwal &amp; other members of Pak B Team:
Accountability is a TWO WAY STREET -if u blamed @narendramodi ji for #PulwamaTerrorAttack then show grace to applaud him fr showing  decisiveness &amp; strong Political Will to conduct #BalakotAirStrikes"
neg,"#Islamophobia is directly rspnsble for the #NewZealandShooting , to which our Hindu Terrorist @narendramodi is also responsible. After #PulwamaAttack he choose to act against Kashmiris. 
Remember terrorism has no religion.
This White Christian Terrorist shld be caught and pnshed"
pos,"One of the main reasons why Modi needs to win in 2019, despite several failures.... enemies of India donâ€™t want him n will cheer opposition parties coalition that has absolutely no agenda https://t.co/CyZQ9yzgcq"
pos,My wife Kirron is unhappy with BJP for the way they have cheated Kashmiri Pandits. She has decided to contest as an independent from Srinagar. Wish her luck :)
neg,"#ModiDharmaYudh
It's a war between Dharma Vs Adharma.
Shri Narendra Modi ji will be a winner!"
neg,"Modi ji please fight the pressure !! 
Please take some tough decisions.... We are with you !
@narendramodi"
pos,"Weâ€™ve demolished Modi, heâ€™s scared. I am confident and positive that people of my country are with us. My Josh is high.Says @INCIndia President @RahulGandhi. https://t.co/T6FnNiNMqj"
neg,Mr . Narendra Modi there are employees of jet airways who tears in their eyes instead of self confidence. No  employment no vote. https://t.co/BrK94dVd2S
pos,"Dear @KTRTRS ji, instead of wasting your precious time criticising BJP in Hyderabad where votes were manipulated to win you can actually put up proper roads and clean up garbage properly and clean up lakes pls. https://t.co/pbB8m9UBJY"
neg,"@keveeyes @RahulGandhi @INCIndia The \Gunman\"" was using a \""2002\"" model gun, and suspected to be an ardent modi fan..!!! Howzaat...?"""
neg,"Modi, Amit Shah &amp; #SadhviPragya - all are getting ready for 3rd phase of election with Hindutva terror agenda in the Hindi belt. Dear @INCIndia, donâ€™t fall into the trap. @BJP4India knows they are losing, let them have a peaceful death."
pos,"We know what their promises are worth. Modi ji, act now to end terror! https://t.co/xiKzWgvVL0"
neg,"After failed operation against Pakistan, Indian military is angry with Modi government. An unstable India would be a threat to peace in South Asia."
pos,"@Hariindic @narendramodi Well done Hari! Thank you for sharing this.

Wishing you a happy birthday as well! :) 

#ChowkidarNarendraModi #Chowkidar #ChowkidarFirSe #iTrustChowkidar #chowkidarsherhai"
neg,@narendramodi After Welcoming Home Wing Commander Abhinandan Modi is going to murder him for embarrassing the entire India at front of the World. Soon we will hear that Abhi Abhi  Nandan committed suicide. #ShameOnYouModi
neg,Modi has gone hysterical. Says opposition is questioning his mother's character and father's identity. He is quite pathetic.
neg,"Arnab Goswami's representative stunned on LIVE TV, voter hurls abuses at BJP for failed promises https://t.co/LkJeeABYUD"
pos,"Yes, I am @naralokesh â€™s Father and I am Proud - @ncbn

â€œI always promote family values whereas Modi has no family and is unable to appreciate those aspects,â€ #ChandrababuNaidu took a Jibe.

#NaraLokesh #TDP

 https://t.co/xYXysZQFIw"
pos,"Best wishes to most dynamic and dedicated person, Honourable PM Shri @narendramodi on his birthday!

A man with vision for New India
A distinguished orator,whose optimism boosts morale.
A man who makes us feel that
\THERE IS HOPE FOR NEW INDIA\"""
neg,"Modi needs to explain why has he made this lady who has never won an election, lies about her education &amp; repeatedly spread fake news a powerful cabinet minister! https://t.co/YfcaKIHjTa"
pos,PM Modi receives the 'Seoul Peace Prize' in Republic of South Korea https://t.co/k1eE1HlW4X
pos,"Stunning scale of charity. Kudos to everyone behind this initiative @TVMohandasPai 
PM Modi To Serve ISKCON Affiliate Akshaya Patraâ€™s Three-Billionth Meal To Poor Schoolkids In Vrindavan https://t.co/P1tbcZRAze via @swarajyamag"
pos,"Do watch !! How in Just 5yrs India transformed it's growth history at a breakneck speed under the visionary , dedicated leadership of @narendramodi  Let's promise ourselves to take this further &amp; not stop its growth &amp; rise. Vote for dev ,vote for @BJP4India
#IndiaSaysNamoAgain https://t.co/adIksJ8Fev"
neg,Fact-check: Rahul Gandhi and BJP's claim about PM's whereabouts after Pulwama terror attack https://t.co/O10igsm3vO via @AltNews
pos,"Indian Commercial Pilots Association: ICPA being a patriotic and responsible union would like to extend complete support and co-operation in all operations as the situation demands. We will support the government and the PMO in this fight against terrorism. 
Source :  #ANI https://t.co/WRaqsK2eFy"
pos,"Genuine love for @narendramodi is everywhere. This woman blesses Modi for all the work he is doing for the poor.

And says.. Pandurangana Aane (kasam), #NaMoAgain ! Her expressions are so convincing. https://t.co/ZQzD41heco"
neg,"Several BJP leaders have been caught participating in nefarious activities, including funding terrorists, promoting terrorist groups, helping ISI spy on our Army &amp; openly being named members of militant organisations. 
#BJPTerrorism"
pos,"Dear Modi,
We Biharis want peace &amp; harmony whereas you want animosity.

We Biharis value principles,morality &amp; integrity but u donâ€™t have any of these.

We have rejected you &amp; your ideology in 2015 assembly elections &amp; we are going to repeat that. @RJDforIndia 
#BiharRejectsModi"
neg,"All parties?

1. How were those supporting Gen. Bakshi disrespected?

2. Modi is hated way more than Gen Bakshi, so tomorrow you will delete a pic of welcoming him if someone threatens to boycott you, because you have disrespected the person threatening?

https://t.co/mRVo6XfvOO"
neg,Filthy modi doing politics on dead bodies. Kashmir needs independence. Modi sarkar terrorism wont help anyone
pos,"Tirupur eagerly waiting to receive our honourable PM @narendramodi @PMOIndia TamilNadu welcomes our PM @AmitShah @BJP4TamilNadu @BJP4India 
@VanathiBJP @DrTamilisaiBJP
#TNWelcomesModi https://t.co/gdJm41elUx"
pos,Narendra Modi today had the confidence of a man who is sure he's winning. Or of one who doesn't care if he's losing.
neg,BJP credits Modi's leadership as UN designates Masood Azhar global terrorist https://t.co/MwfoWzHHio
pos,Five lakh salary to Amartya Sen for free and faculty positions to Manmohan Singh's daughter and her friends. All because MMS was the Prime Minister himself! No wonder intellectuals hate BJP so much because no free ka paisa ðŸ˜‚ https://t.co/LtIXw7VFX1
pos,"@mkstalin @TNCongress @AmitShah 
#ExpelCongressSpyTamilisai
It is Shame on TN BJP Leaders Who Overlooked @DrTamilisaiBJP pushing aside the True Heart BJP Workers

Dear Leaders, @DrTamilisaiBJP Must Be Removed from BJP to Save the BJP Party in TamilNadu

Ask @mahesh10816 the Rest"
neg,"Modi is losing the war narrative that BJP-RSS is whipping. He has already lost the plot by the way he is running a failed govenrment. #CreditChorPracharak
https://t.co/7pawRGaHpY"
neg,#WhenKulbhushanExposesIndia Indian Prime Minister Modi wanted to create war hysteria to take advantage https://t.co/2EogV2JKSx
neg,MODI IS A PIECE OF SHIT #LetBetterSensePrevail
neg,"The Chowkidar allowed weapons, narcotics &amp; fake currency from Pakistan for 5 years, under his watch. https://t.co/bsh2Qi9xKD"
neg,"Modi should be waiting to receive &amp; pay respect to the mortal remains of our brave hearts. 
But
Here mortal remains of CRPF jawans are waiting for this fraud coward Modi to arrive and pay respect.

There can not be more bigger disrespect than this.

Shame on you Shameless Modi. https://t.co/a6iMaFyLqz"
pos,"First time in history #Jammu gave you huge mandate... You let it wither away in good faith??
National security compromised by @rammadhavbjp on AOA... In good faith???
Jammu have still voted for @narendramodi 
That is what is called 'Good Faith'
@Prof_Hariom https://t.co/mU8rRgw8MZ"
neg,"@msfromdelhi @HinduNatl @narendramodi @INCIndia @Manekagandhibjp Why has #India forgotten the words of the great man....

#MahatmaGandhi 

â€œThe strength of a nation can be measured by how that nation treats its animalsâ€

Stop beating elephants with bullhooks!

Stop killing tigers!

Stop the draconian treatment of all animals!
.@narendramodi"
pos,MI winning IPL clearly shows Modi is supporting Ambani.
neg,"Bloody Terrorists once again threatened @BJP4India karykartas from Kashmir over their political affiliation.

It itself means BJP is nightmare for these Terrorists. If you want to eliminate Terrorism from Kashmir valley please vote for BJP and vote for @narendramodi as @PMOIndia https://t.co/AGVY3QG0zA"
neg,"Dangerous, manufactured audio clip used to claim Pulwama terror attack an inside job by BJP

https://t.co/Zp5ugG1qN6"
pos,We r fully duped due to this under construction projectðŸ‘‡ https://t.co/HWFQgYfYOX pls do help modi ji to get back our hard earned money pls do help to get our dream home .we want justice lots of hope from u @narendramodi @PMOIndia @FightForRERAInd @AntheaBuyers #dreamzgkfraud https://t.co/iSdH0f24YI
neg,"CPI-M violence never ends. A youth Congress worker, Krupesh, was murdered at Periya in Kasargode. Whether the victim is of Cong BJP or any other party, it is always CPI-M goons on the other side. https://t.co/RvCdIShSGc"
neg,"@narendramodi #Kashmir
#Pulwama

#Modi
#NarendraModi

Evil #Quran fucking fidayeens and Islamic jihadis

Running behind cricket players/page 3 pigs/Hindi film pimps/dirty Hindi serial prostitutes with fake degrees fucked by 500 actors/directors/producers/financiers

https://t.co/oOrjZHifhx"
pos,\ Iam challenging BJP + Jagan + TDP - you are trying your best to defeat me.
neg,"@_NAN_DINI Read full thread #Lutyens
By @_NAN_DINI 

 Extracts 
1âƒ£ Past 5 yrs hv bn difficult
2âƒ£ Another 5 will mean doom
3âƒ£ The assault will be dirty, vicious, desperate
4âƒ£ No doubt this is the end of an  era-even the blind can see it
5âƒ£ Chaiwala will b back!
      He did some good things https://t.co/84mEyKb5d2"
pos,Ha ha they chose the right pic .. har har modi https://t.co/LWDgfNCh0U
