label,tweet
0.00,"Rashida Tlaib Wants to Stop ICE with a Hunger Strike, or Maybe Not | Trending
Lmao, “ she looks like a hunger strike wouldnt hurt her ....
⁦@RashidaTlaib⁩ , ICE, does more in a day then youve done since in congress  https://t.co/Q9Jin1b5aX"
0.00,"#AwardWapsiMissing

No awards were returned after 

1984 Sikh genocide by Congressi goons
1989 Bhagalpur riots where thousands were murdered 

Because both happened under Rajiv Gandhi

1.5 lakh farmers committed sucide under Sonia-Manmohan govt

No award was returned https://t.co/qjckWev0BG"
0.00,"@Ram_Guha @ttindia RamuKaka failed cricket commentator then fake historian ...spreading rubbish nonsense information about our Tricolor. 
RamuKaka known bootlicker Italian National Congress https://t.co/Fg0Ot9ZU2R"
0.00,“Congress must challenge this #FakeNationalEmergency for what it is — an unnecessary abuse of executive authority. There is no emergency.” https://t.co/c6rcoz9x2M
1.00,"Amit Shah really thinks people are absolutely stupid. bhakts maybe low IQ, but even they know Pulwama attack was the biggest security lapse in history. And then Shah is giving jumla that Congress govt compromise with national security. Haan tumne bada security rakha."
0.00,"As Rahul Gandhi continues Rafale lies, his own link with an arms dealer surface! Sinister. #RahulKiDefenceDeals https://t.co/uqyjW6x080 https://t.co/R7Y71rFQ7Q"
1.00,"Hafiz Saeed Praises Congress Party
This Reason Enough Why India Vote For Modiji. #CongressCollapse https://t.co/su008AaoLB"
0.00,"#HuaToHua | \A wise enemy is better than...\"": Mehbooba Mufti slams Congress over Sam Pitroda's 'Hua To Hua' shocker on 1984 anti-Sikh riots"
0.00,"@realDonaldTrump Spare us your FAKE concern, homophobe!

You fired the entire Presidential Advisory Council on HIV/AIDS with no warning. You defunded NIH vaccine research efforts and your past budgets have also requested additional cuts in funding to fight HIV/AIDS that Congress has refused."
1.00,"Glimpses from a rally in Hojai today. Humbled by the people's overwhelming love and support .
@INCAssam @INCIndia https://t.co/CSAn6K0Q9q"
0.00,"\Our colleagues are not upset because you lied to Congress for the President. They're upset because you stopped lying to Congress for the President.\"" "
0.00,"Rahul Gandhi attacks Modi \ Have you NO shame at all? Pilots flying outdated Jets\""...NDTV 24x7"
0.00,"@RahulGandhi Dear Pappu,

Have you no shame at all? 

YOUR family made defence deals a family business. 

YOUR Father did bofors scam.

YOU tried hard to prove Rafale a scam, but got slaps from SC, CAG, French Govt. 

YOUR family is WHY brave IAF pilots fly outdated jets. 

YOU ARE DISGRACE!"
1.00,"https://t.co/78Jfq3op5D
Yes, Rahul v endorse ur words ~ \Only Love cn defeat Hatred\""."
1.00,Ongoing campaign at Kadeshwari for Congress Candidate @PriyaDutt_INC seeking support and blessings https://t.co/qQv2Y2gKxB
0.00,#JustModi In Context of all the leaders of the Congress Mr @RahulGandhi is the worst.. Pathetic campaign of abuse.
0.00,"PM @narendramodi exposes Congress Party drama about the poor.

In Gwalior, MP , PM Modi narrates how Congress used the poor of India for poverty tourism. 

He quotes Rahul's meal at Adivasi Home in MP &amp; Amethi refusing to accept Ayushman Bharat Card

https://t.co/39khVUI03j"
0.00,"@realDonaldTrump It’s pathetic to watch a pathological liar insult someone else for lying. But the worst thing you do towards the US Congress is to mock any member. They are elected by their constituents—oh, why bother. Your oath was to uphold the Constitution and you don’t care about it at alll"
0.00,"@NJ_2_FL @ExposingLibsBS @realDonaldTrump I'd like to know why his ASS isn't in FEDERAL PRISON, for lying to Congress? 
REMEMBER ERIC: \FAST &amp; FURIOUS\"" Brian Terry?"""
0.00,"Nathuram Godse was a terrorist. 
                  ~ Kamal Hassan
My father is a martyr. 
                  ~ Rahul Gandhi 
Sad, the bootlickers themselves don't know English."
0.00,"18th terror attack during NDA rule, government silent, says Congress | Follow #Latest reports on  #PulwamaAttack https://t.co/nwf5jCocXx https://t.co/8mChw71WSL"
0.00,"Rahul Gandhi won't even read the CAG report but directly blames &amp; abuses it as \Chowkidar auditor general report\"" and thus completely destroying the credibility of those who prepared the report &amp; destroys the CAG institution itself but accuses Modi as destroying the institution. https://t.co/uO3ADD3JVy"""
1.00,Visit their  home and give a strong message to the state government. Your visit would be the strongest message that Congress party can give to the state government. We are sad!
0.00,"Ex-PM Manmohan Singh is lying again. As per RTI reply from DGMO, “There is no records of any Surgical Strike during UPA rule”.
I hope by Surgical Strike he did not mean surgical strikes on economy by scams of Congress, then he might be right.
Read- https://t.co/A9bCs137zD https://t.co/r7wZW8tvou"
0.00,"Hey Congress, WTF? https://t.co/wMgvPolCDQ"
0.00,"The conviction with which Priyanka Vadra says she will finish corruption in India , I suspect she may poison her whole family and party members 😨"
1.00,"Dear @BJP4Karnataka, once again remind Lingayats of Karnataka about Congress &amp; their dear friend Pawar's comments on Lingayat Guru Jayasidheshwar https://t.co/wl5AfBgvCZ"
0.00,"If Congress doesn’t take action, we will take to the streets. No one is above the law — especially entitled privileged white men who’ve been abusing the system that’s been simultaneously protecting them their whole life. 

Let’s impeach the racist rapist xenophobic prick."
0.00,What National Emergency? Protests across US call on Congress to stop Pres #Trumps border wall https://t.co/yYRwTCGMMO
1.00,True eg of vermin.... STFU PAPPU https://t.co/mxKtJyXWWA
0.00,You members of Congress need to stay the FUCK off Twitter and just do your goddamn jobs. Stop acting like a bunch of Real Housewives with the he said she said bullshit. Be better than the people that elected your sorry asses.
1.00,"Great speech Sir 🙏 but words should also match action.

You allowed Sidhu to be in your Cabinet after he hugged Pak Army chief and yet not sacked him after he refused to blame Pakistan for Pulawama attack.

Even comedy shows are more responsible than Congress party. https://t.co/tA9zYVPpc0"
0.00,John Bolton desperately wants war with Iran. He's famous for cooking intelligence. This is deadly serious. Congress should make clear that there is no authorization. https://t.co/Z7w2HjMa1m
0.00,Oooh @Jack's in trouble. Lying in front of a Judge will have far greater consequences than lying in front of a large group of apes (Congress). https://t.co/9AJoRyUxSR
1.00,The truth @ikamalhassan is that both Gandhi and Godse were wrong in their thoughts and action. Godse was an assassin not a terrorists. The terrorists were those leaders who continued to scar India with Hindu and Muslim hatred with the partition. The terrorists were the British.
1.00,"🔥Muslim refugee Ilhan Omar definitely shares the white supremacist shooter’s views

🔥She also only cares about replacing White people with Muslims and using Sharia Law to Rule USA 

🔥She should be removed from Congress

🔥Retweet if you agree

Idiot. https://t.co/wxfiZ5swwd"
1.00,"@_NAN_DINI @VandanaJayrajan @INCIndia Excellent Madam Vandana ...

Will be extremely delighted if @INCIndia gets 4 seats - down from 44 and NONE from UP !!

INC is shameless ..

Thanks, Madam for the wonderful write up...

🙏🙏

#MainBhiChowkidar"
1.00,@RajatSharmaLive @INCIndia @Pawankhera @BJP4India @sambitswaraj @indiatvnews I think INC loss their confidence to win this election.
0.00,@RahulGandhi The true Mahatma sprit Rahul Gandhi condemned terror attack at NewZealand because he and his family are victims of terror attack and he know the pain of it but not like Modi who uses terror attacks for political gains.@RahulGandhi @priyankagandhi @MWasnik_INC @SanjaySDutt
0.00,"@DonaldJTrumpJr Obamacare was passed by Congress and then upheld by SCOTUS, but okay dipshit. #FakeTrumpEmergency https://t.co/7f5mDBaL4G"
0.00,"Watching Republic TV and venting your anger, 
Blaming Congress and the rest of the DYNASTIC parties for the misery in the country,
Praising and extolling @narendramodi 
And 
Disappearing on Voting day will not solve the country's problems.

Vote &amp; boot them out.
#YourVoteClinches"
0.00,"Congress and JDS misusing the power and police. Poor techies, being manhandled &amp; arrested. Hope they recover from the trauma. Power trip of Cong+JDS
#ModiChantSpooksCong"
1.00,.@INCIndia has promised to create separate employment ministry to push for job creation and take the country out of the current Jobs Crisis. #NyayForUnemployed https://t.co/dVM2ni9TNk
0.00,@SaraCarterDC @jrossomando @IlhanMN How is someone who speed this hate elected to the congress of the usa. I hope her state is watching. She’s making them look really bad. Us Troops were attacked and killed they fought back. Somalians lucky more didn’t die. Don’t wake the tiger
1.00,"@KapilSibal This is a major conflict of interest. We now strongly believe that Modi govt is doing everything to save itself: @KapilSibal 
#PakdaGayaModi #KapilSibal #Congress #Modi #RafaleScamModi"
0.00,"Some people openly virulent in their hate for Narendra Modi are hesitant to admit who they will vote for. 
Are they embarrassed or ashamed when they say - just because I dislike Modi doesn’t mean I’ll vote for Rahul…
Arre Bhai, then who ? 
Theresa May ? 
Macron?
#Election2019"
0.00,"India has never fought any war
No men died in 1947, 62, 65, 71,99 no children were orphanaged &amp;no women were left Widowed under UPA

My 44bravehearted brothers didn't have any family

Pak will glad to see this traitor supporting terrorism &amp; insulting our armed forces https://t.co/v6RF0nUY4S"
1.00,"By requiring annual reporting on women's access to basic health care like contraception, safe abortion, and maternal health care around the world, Congress can make sure the rights of women and girls will no longer be up for grabs in each election."
1.00,@MajorPoonia In Congress everyone needs to be slaves of the dynasty no freedom of decent
1.00,Happy 219th Birthday @librarycongress! It’s one of Congress’ greatest gifts to the nation. It’s a Library for YOU. https://t.co/HPhJ1m0Tu6
1.00,THE GANDHI FAMILY CAN SECURE A 2019 WIN FOR NARENDRA MODI #REPUBLIC @republic https://t.co/1nMeaeYQp8  - EXCELLENT ANALYSIS BY @ChitraSD   ALL READ !
0.00,"Jawans fight wars &amp; looks who is getting the credit. 

Totally condemn Rahul Gandhi &amp; opposition parties for doing this... https://t.co/4uaSBUOZ3p"
1.00,"Wishing a happy birthday to a strong advocate for #ME01 in Congress and on @AppropsDems, @ChelliePingree. Thank you for your leadership as co-chair of Arts Caucus."
0.00,"Shocking 😯

Don't ever forget this👇

Urban Naxals with Help of Congress Behind Bhima-Koregaon Violence and Plot to Assassinate PM Modi

They stand with all those who do Anti national activities...

#CongressPakistanUnited https://t.co/xF3jj9r9Tr"
1.00,"#VampireCongress Hope @priyankagandhi praise the cleanliness of Ganga,the river that wasn't given any importance by the govt.of @INCIndia for 55 yrs! #VampireCongress https://t.co/ycemU2WDFM"
1.00,@ReshmaLalwani6 @IndianSoldier_1 @RahulGandhi @INCIndia Looks like Congress has no control over members. It. Happens only when party leader does not command fear or respect.
0.00,"On Friday, a court revealed a man had been arrested for threatening to kill Rep. Ilhan Omar, one of the first Muslim women to serve in Congress. The day before, news emerged a speech she gave was targeted with a bomb threat. https://t.co/ljLScJQpGo"
1.00,"In 2014, the survey gathered data from more than 33,000 respondents and discovered that only 13% trust government officials to tell the truth. I trust @realDonaldTrump but Congress is filled with wealthy entitled worthless politicians that sanction evil.
Demand truth &amp; integrity! https://t.co/TwVaYzwqIC"
0.00,Shame on Congress ecosystem to keep insulting the culture of North East. https://t.co/6iMuGrZk22
0.00,"Red Flag laws are the battle of the 116th Congress. Graham rejects Democratic House gun bills before vote, warns no plans to take up.  #2A #PJNET https://t.co/p3YhFqv0Pk"
0.00,"Congress leader Navjot Singh Siddhu slapped a Congress supporter in his rally. He was frustrated because of flop show.
https://t.co/JubsrArsl8"
1.00,"\I salute braveheart\"": Rahul Gandhi praises man who saved Kashmiris in UP https://t.co/9Sitteg4aX"
1.00,"Congratulations, You are in Congress ruling territory.. https://t.co/kDhrn5nOzO"
0.00,"Lynching is a message crime where the very public murders of Black Americans terrorized communities across the nation in the 20th century.

Today Congress passed a bill which makes lynching a hate crime. Watch highlights from eji_org's summit. https://t.co/WRL3Qyg11e"
1.00,"@chrislhayes @AOC No. Criticizing a member of congress does NOT put their life in danger. My God, the left cannot handle any criticism at all but they can sure hand it out."
1.00,"Bibi, funny (tragically) is the way your Prince juggles with numbers. 30000 to Anil Ambani. 35000 to Choksi. 35000 to Nirav. More funny is alleged journalist like you cheer Pappu's lies https://t.co/ZcAKIzOu5a"
1.00,"ACP stands for ensuring all women have access to essential health care services. At #ACPLD, we're asking Congress to improve care &amp; services for women/families by removing barriers to care that interfere with the patient-physician relationship."
0.00,One of the people who caused this “caging of children” will go  free from liability to a cushy high prestige job though children have died &amp; she lied to Congress - repeatedly! https://t.co/8m1kDVjiLR
0.00,"#RahulMasoodjiComment Foolish Rahul Gandhi respects the killer called MasoodAzhar.  Rahul Gandhi talks like an agent for Pakistanis.Dangerous for Indians, these congress party . Mahagatbandhan came together ,only because they hate Narendra Modi. @RajivDesai against Arnab Goswami."
0.00,"No one till now in Congress has said that #RajivGandhi was not corrupt. 

Their only defense is that let’s not call him corrupt since he is a martyr. But how is he a martyr no one knows. 

By their logic every innocent who dies in a terrorist attack should be called martyr."
0.00,"How much louder can we scream that we're sick of our government spending BILLIONS on foreigner, legal &amp; illegal, while we have AMERICANS suffering?
Congress listen up: NO WELFARE for anyone except US citizens!
Come here to assimilate, &amp; pay your own way or be deported. https://t.co/JE8tecbwMx"
0.00,"By supporting Hamas, @Ilhan is clearly a terrorist sympathizer and supporter and an accessory to murder of Israeli civilians. She betrays what this country stands for every moment she remains in Congress! https://t.co/oSJdpWvPmp"
0.00,"Rep Omar came into Congress thinking her rhetoric would be ok and it is clear it is NOT.  Now that people have called her out for her blatant racism she is crying victim. 
She has turned her racism into calling us racist?

Liberal hypocrisy at its finest https://t.co/GEZ4tnNdwc"
0.00,@RedNationRising No wonder congress has such a low rating!🤦🏻‍♀️
1.00,"#AbYuvaDegaJawab was organised with much vigour&amp;spirit at Ferozepur Consituency.The program that exposed the strength of @INCIndia in Punjab,was a great success with the presence of a group of zealous youth who wishes to have Rahul Ji as PM. Best wishes to INC candidate @SGhubaya https://t.co/KF5V8PdF2i"
1.00,"The Bihar Rumbling 
Congress RJD seat sharing story 😊 https://t.co/wDOWOmKruY"
1.00,"@ProudResister @RepJerryNadler we have some slow learners in Congress....good faith attempts only work when BOTH sides are operating out of good faith, not when the GOP operate out of a criminal conspiracy"
0.00,"@ShefVaidya Such crushing n torturing n third degree beating of col Purohit for nine yrs just because that rotten Congress hatched a conspiracy n wanted to prove a non existent saffron terrorism.
Unacceptable.. All Hindus Defeat Congress.."
0.00,lot of uglies in Congress
0.00,"ARE
YOU
INSANE
FACTs
Current OBSTRUCTIVE Behavior:
DOJ &amp; Census
McGahn YOU WAIVED PRIVILEGE
Suing Congress re Accountants
Fighting release of Tax Returns
White House instruct staffers to ignore subpoena
YOU ARE A LIAR and you can’t be trusted at all
Also you’re fugly &amp; repulse me https://t.co/KafRmS52l4"
0.00,"Congress, Fight on! Reform #EB5-too obsolete, making the whole industry growing viciously like a cancer and harming USA value&amp;EB5 investors. URGENT reform needed! Or TOO BIG TO FAIL like the 2008CRISIS, somebody will be accounted for eventually @SenSchumer @ChuckGrassley @USCIS https://t.co/d47Fi5ZCaP"
0.00,"@Swamy39 Passing year confusion , degree scam of Raga
https://t.co/hRvIoKyIDC"
0.00,"@AOC No, it means Congress failed."
1.00,"I still wonder how congress walon support buddu like Rahul Gandhi to become prime minister of India.

Has PM post such a waste post so that any dunce becomes PM.

Rahul is a India's greatest Dumb.

#RahulLovesTerrorists
#CongressSupportTerrorist
#RahulMasoodJiComment"
0.00,"@RahulGandhi Ramalingam chopped to death by PFI in Tamil Nadu. Sanjay brutally murdered, objects inserted in anus, skinned alive, hands degloved. Didn’t hear anything from you. Once again proves- @INCIndia = Muslim party. Pakistan party."
0.00,Here’s Rashida Tlaib standing in solidarity with a propagandist for war criminal Assad. Tell me again why it’s cool that some Freshman Muslims have been elected to congress!!! https://t.co/wudSROW0L4
0.00,The real anti-nationals are those who are 'hurt' when the father of our nation Mahatma Gandhi's killer is called Independent India's first terrorist. Beware of such terror apologists.  #Godse #Terrorist
0.00,"@TajinderBagga @RahulGandhi Shameful!
Rajeev Gandhi is justifying mob lynching perpetrated with active support &amp; participation of Congress leaders.
Highly condemnable act by Rajeev Gandhi. Shameful!"
0.00,"May God forgive the former Defence Minister and #GoaChiefMinister for his filthy abuse of Sonia Gandhi, questioning her illness and treatment.

RIP #ManoharParrikar."
0.00,"@KarunaGopal1 3)The Biggest fraud of India,the Brain dead,Brainless,Ra-failed,All-failed,Baffled,Buffoon,the \Ra-fooool Gandhi\"" deny meeting \""Neerav-Modi\"" in a private cocktail party https://t.co/9Gfl7QJln7"""
1.00,@kamlesh63348486 @Hema_quotes @indu_00 You are crossing your limits. You have absolutely no self respect. If you really want to do verbal diarrhoea please go to some congress handles. They will help you relieve the constipation.  Dont come back !
0.00,Fact Check: The Congress got it wrong. The Alphons @alphonstourism picture being attacked by trolls is not a selfie with a Pulwama martyr https://t.co/VPLynsADdu @IndiaToday Anti Fake News War-room reports.
1.00,"Below is the intellectuals that shows the level of ⁦⁦@INCIndia⁩
And oppositions
who abused worlds best ⁦@PMOIndia⁩ the true patriot and nationalists

PMO never started abusing,
⁦@RahulGandhi⁩ #Soniagandhi ⁦@priyankagandhi⁩ started it

⁦@ZeeNews⁩ https://t.co/tOmZSuQiR0"
0.00,"@kyledcheney Remember the yardstick. 
In 1974, the Committee approved three articles of impeachment against Nixon:
     Obstruction of justice
     Abuse of power
     Contempt of Congress.
                                🤔"
0.00,"I'm Rajasthani
I'm ashamed to have CM like @ashokgehlot51 who didnt allow FIR to be done because of the election.
I'm ashamed secular people secularism didn't get hurt
I'm ashamed no playcard award wapsi gang came out
No mobL¥nching 
I'm scared of being a Hindu in Congress rule https://t.co/LNN111wiPu"
0.00,@INCkaNyayForAll @DilMeHindustan @Sheshapatangi @JhaSanjay @INCIndia 60% fake followers.
1.00,"\Congress Poised to Help Veterans Exposed to ‘Burn Pits’ Over Decades of War\"" https://t.co/hfdc66KrrY Is Congress poised to end the fucking wars?"""
0.00,@DontJustAccept @Kevbo521 @AOC But yet congress doesn’t have a problem giving Israel 38 billion dollars for another 20 billion to other countries but USA they have problem
1.00,"@DonaldJTrumpJr Ok, let's change the subject.  Want to talk about lying to Congress?  About soliciting Russian help in winning the election for your Dad?  About your family putting its economic interests ahead of loyalty to the country?  About the tsunami of legal trouble you are about to face?"
1.00,"Rafale review petition hearing adjourned till May 10, when the Supreme Court will hear contempt petition against Rahul Gandhi as well. https://t.co/RHPtp2Fr95"
1.00,"@bud_cann Totally agree! This woman has no place serving in US Congress, PERIOD!"
0.00,"Sikh genocide in 1984.
Liberals : Indira ji ko mara to desh ko gussa to ayega na. When a big tree falls.. haina?

Fake/ unconfirmed reports of attacks on Kashmiris.
Liberals : Hypernationalist haters! They are no better than the Pulwama attacker.

Because, 1 Gandhi &gt; 44 CRPF men."
0.00,26/11 Mumbai pai attacks.. Manollu revenge sangathi devudu erugu... Congress leaders aa attacks rss vallu chesaru ane book launch chesaru... #Neverforget #NeverForgive. Dummy Hindus support this bloddy hell party for silly reasons.. #Slaves https://t.co/Rri1OJAXao
1.00,"Honoured to address the joint meeting of Congress to thank the US for its enduring support since #NATO was founded 70 years ago. Through NATO, the US has more friends &amp; allies than any other power. Together we are stronger &amp; safer: https://t.co/uULiFwKOSJ https://t.co/3t3hKPQxWB"
0.00,@INCIndia Indira Gandhi fought for Bangladesh in 1971 she is Durga. Rajiv Gandhi sent our forces to unknown territory in Srilanka against LTTE for what? These 2 incidents where was the word peace? War was fought for https://t.co/B3jKF69pzc want to talk peace when forces  attacked https://t.co/PnijAArD2M
1.00,@drmom47 Anyone with no love for sanctity of Life is fit to serve in Congress or Senate nor Mankind! If one loves mammon or corrupt political agendas more than his brother mankind he is not worthy in the kingdom of GOD or as a Representative of the people's interest and concerns.
1.00,"A few weeks ago @SenSchumer asked what we like ... Patriots love babies born ALIVE &amp; want Congress to STOP infanticide!! 
#TinyLivesMatter 
#StopInfanticide 
#DefundPlannedParenthood https://t.co/JNv6ZSclwI"
1.00,"Violence against women have increased 10 fold in the last couple of years. Congress Party promises to create a better environment for women and make better laws to protect them. 

#MyVoteForCongress https://t.co/eQ6g5Q4Qtn"
0.00,#NamardInsult These are Worthless leaders of worthless party called @INCIndia which is an oldest party of India but has lost its roots &amp; sanity.
1.00,"On other hand, Congress has promised the NYAY scheme which has been criticized by eminent economists.

https://t.co/C2E7YIoT8m"
0.00,"Will Congress listen to her voice and protect women by not passing the toxic HR 5 Equality Act?

\The media has been even worse, attacking us and portraying girls as sore losers. And that we should try harder.\"""
0.00,"RTI reply from Defence Ministry reveals that there was no surgical strike during UPA. So why was Samosa Shukla spreading lies? 

@INCIndia leaders do not even have a fixed number. RaGa says 3, Shukla says 6 strikes. What a joke!
#ModiMeinHaiDum https://t.co/hU7Egj2aQh"
1.00,"Great... But personally... I consider the following 3 my best posts ever on MediaCrooks....
Crucifying India (The most read post).... https://t.co/8t92qcSC8N
Broken Windows - https://t.co/kHCPMPbYOH
Miracle at Gandhi Maidan... https://t.co/cc8BUALu4V"
1.00,"@AOC Im pretty sure that your on your way out. Im still puzzled that you managed to make it into congress. You are a token, lack of intelligence proves it"
0.00,Show me a single Pakistani who supports India. But we have many Indians supporting the terrorist nation Pakistan. Congress is like cancer eating india since independence.. we need to cut this cancer from india. #IndiaFirstModiBest
0.00,"YOU STARTED IT WHEN YOU DECIDED TO SIDE WITH IIHAN, A  HAMAS TERRORIST LIEU😠YOUR HATEMONGERING TRIED TO DECEIVE &amp; TWIST CANDACES WORDS TO FIT YOUR VILE DEMOCRATIC AGENDA...NOW CANDACE IS GETTING DEATH THREATS😡 YOU ARE TRASH LIEU..GET OUT OF MY CONGRESS. https://t.co/tOzqwhBaAX"
1.00,Alkaji Congress join Karegi sure. Sashi dada is waiting there. https://t.co/WcWuI2Qm55
1.00,"@capt_amarinder @HMOIndia @rajnathsingh Well i hate Congress but i like @capt_amarinder ..
Punjab ka captain 🇮🇳🇮🇳🙏"
0.00,"But u failed to give him an updated fighter aircraft which was your duty. Why no #Rafael ? The rest u just mentioned, were his own achievements without any help from UPA.  Next, u will take credit that he was born in UPA era.  U R SICK.
#SayNoToTerrorism https://t.co/guhFpmBCPI"
1.00,"I am watching history in tv  and vasudev balwant phadke was a greatest freedom fighter 

While congress was formed by Britishers to stop such uprising! 

Looks like @INCIndia has a lot to answer while they rant about RSS and savarkar

We already know that Bose story"
0.00,@realDonaldTrump Is this the 1st modern president that’s actively tried to get a member of Congress killed?
0.00,THIS IS OUTRAGEOUS; a member of Congress that advocates death to Americans? We must take back our government https://t.co/tYxGWpSaq7
1.00,@INCIndia I'm sure Congress must be thankful to @Ahmad_Shakeel for this...hahahaha https://t.co/TYCFzGtssy https://t.co/SSqklkCgJY
1.00,Thank you @nygovcuomo for calling out Congress's need to fully fund and support the 9/11 victims and first responders! https://t.co/exDpLmZqif
0.00,Insane. Democrat members of Congress are openly meeting with supporters of terrorists. https://t.co/kV82jaTvE4
0.00,"@Acosta We forget, he was directed by Congress to denounce racism, which he ignored without penalty.
He never will.  It's half his base."
0.00,"Congress imposed Emergency.
Congress insults the Armed Forces.
Congress goes on foreign soil and spreads lies about democratic processes.
Congress misuses Article 356.

Yet, they say Modi destroys institutions. 
How much do they lie? https://t.co/J2apxumpI9"
0.00,"Congress &amp; Gandhi’s made the entrie indian defence system hollow

Their greed for power &amp; their crazy to loot resource of this nation destroyed the entire Internal security of this nation

Congress is like termite, they destroyed the same nation that gave them a identity #VoteKar https://t.co/QbW7NlmbnL"
1.00,"During the 2019 World ATM Congress in Madrid, @IFATSEA , @eu_cockpit  and IFATCA have jointly been awarded the Single European Sky Excellence Award.
https://t.co/lSLDXoTBI7 https://t.co/TmZQbxC1JT"
0.00,"1 Mumbai terror attack 2008 Mumbai top cops killed by low quality bulletproof jackets CONgress bought from vendor not in defense business. Case went to court File missing
2 Slum Rehabilitation corruption case in court all files destroyed in office fire
#FileChorUPA @RahulGandhi"
0.00,"\'1984 was a terrible tragedy, Sam Pitroda was out of line,' says Rahul Gandhi to NDTV's Ravish Kumar\""  https://t.co/ILg7Dqo1HR"""
0.00,"@PoojaB1972 His father Mahesh Bhatt was born to unmarried Indian Hindu father&amp;Pakistani Muslim mother.
He hates India&amp;Hindus.
He supportd terrorist Zakir Naik.
Defended Pakistan &amp; blamed RSS for 26/11 attacks.
His brother Rahul Bhatt was arrested for having links with terrorist David Headley https://t.co/N4SoAP9rb8"
0.00,See: 16 cancer cases in one family: Base water contamination fight moves to Congress https://t.co/QNGHI7uATF
0.00,"Favoring terrorists is an ingrained tendency of Congress party.

It's no surprise that Digvijaya Singh who regarded Osama Bin Laden as an \ambassador of peace\"" &amp; gave a clean chit to Pakistan after 26/11 attacks is now calling the Pulwama terror attack an \""accident\""!"
